sid,main_trial_idx,rule_type,acc_roll,rt_roll
cc2bdacf-6fe4-4e56-9630-a6ab21438244,102,ABA,1.0,0.612568399999418
cc2bdacf-6fe4-4e56-9630-a6ab21438244,103,ABA,1.0,0.6004740999997011
cc2bdacf-6fe4-4e56-9630-a6ab21438244,104,ABA,1.0,0.5988280999999915
cc2bdacf-6fe4-4e56-9630-a6ab21438244,105,ABB,1.0,0.6011349000004884
cc2bdacf-6fe4-4e56-9630-a6ab21438244,106,ABA,1.0,0.5589794500001517
cc2bdacf-6fe4-4e56-9630-a6ab21438244,107,ABA,1.0,0.5589794500001517
cc2bdacf-6fe4-4e56-9630-a6ab21438244,108,ABA,1.0,0.6011349000004884
cc2bdacf-6fe4-4e56-9630-a6ab21438244,109,ABB,1.0,0.6279883500001233
cc2bdacf-6fe4-4e56-9630-a6ab21438244,110,ABA,1.0,0.6349688499994954
cc2bdacf-6fe4-4e56-9630-a6ab21438244,111,ABA,1.0,0.6349688499994954
cc2bdacf-6fe4-4e56-9630-a6ab21438244,112,ABA,1.0,0.6349688499994954
cc2bdacf-6fe4-4e56-9630-a6ab21438244,113,ABB,1.0,0.6349688499994954
cc2bdacf-6fe4-4e56-9630-a6ab21438244,114,ABB,1.0,0.640821799999685
cc2bdacf-6fe4-4e56-9630-a6ab21438244,115,ABA,1.0,0.640821799999685
cc2bdacf-6fe4-4e56-9630-a6ab21438244,116,ABA,1.0,0.640821799999685
cc2bdacf-6fe4-4e56-9630-a6ab21438244,117,ABB,1.0,0.6464516499995625
cc2bdacf-6fe4-4e56-9630-a6ab21438244,118,ABA,1.0,0.6349688499994954
cc2bdacf-6fe4-4e56-9630-a6ab21438244,119,ABB,1.0,0.6159077499996783
cc2bdacf-6fe4-4e56-9630-a6ab21438244,120,ABB,1.0,0.6033323500000733
e3f4c2c2-e078-42a1-970c-cc7833d2a7b2,1,ABA,1.0,0.4666675416810903
e3f4c2c2-e078-42a1-970c-cc7833d2a7b2,2,ABB,1.0,0.4864733750000596
e3f4c2c2-e078-42a1-970c-cc7833d2a7b2,3,ABA,1.0,0.5062792083190288
e3f4c2c2-e078-42a1-970c-cc7833d2a7b2,4,ABB,1.0,0.5172197291540215
e3f4c2c2-e078-42a1-970c-cc7833d2a7b2,5,ABB,1.0,0.5281602499890141
e3f4c2c2-e078-42a1-970c-cc7833d2a7b2,6,ABB,1.0,0.5172197291540215
e3f4c2c2-e078-42a1-970c-cc7833d2a7b2,7,ABA,1.0,0.5101732916664332
e3f4c2c2-e078-42a1-970c-cc7833d2a7b2,8,ABB,1.0,0.515315354190534
e3f4c2c2-e078-42a1-970c-cc7833d2a7b2,9,ABA,1.0,0.5101732916664332
e3f4c2c2-e078-42a1-970c-cc7833d2a7b2,10,ABB,1.0,0.515315354190534
e3f4c2c2-e078-42a1-970c-cc7833d2a7b2,11,ABA,1.0,0.515315354190534
e3f4c2c2-e078-42a1-970c-cc7833d2a7b2,12,ABB,1.0,0.5218254791834624
e3f4c2c2-e078-42a1-970c-cc7833d2a7b2,13,ABB,1.0,0.5153752500191331
e3f4c2c2-e078-42a1-970c-cc7833d2a7b2,14,ABB,1.0,0.5108372291579144
e3f4c2c2-e078-42a1-970c-cc7833d2a7b2,15,ABA,1.0,0.5102331874950323
e3f4c2c2-e078-42a1-970c-cc7833d2a7b2,16,ABA,1.0,0.5102331874950323
e3f4c2c2-e078-42a1-970c-cc7833d2a7b2,17,ABA,1.0,0.5108372291579144
e3f4c2c2-e078-42a1-970c-cc7833d2a7b2,18,ABB,1.0,0.5108372291579144
e3f4c2c2-e078-42a1-970c-cc7833d2a7b2,19,ABA,1.0,0.5108372291579144
e3f4c2c2-e078-42a1-970c-cc7833d2a7b2,20,ABA,1.0,0.5084867499826942
e3f4c2c2-e078-42a1-970c-cc7833d2a7b2,21,ABA,1.0,0.5108372291579144
e3f4c2c2-e078-42a1-970c-cc7833d2a7b2,22,ABB,1.0,0.5108372291579144
e3f4c2c2-e078-42a1-970c-cc7833d2a7b2,23,ABA,1.0,0.5283659166598227
e3f4c2c2-e078-42a1-970c-cc7833d2a7b2,24,ABA,1.0,0.5490845416643424
e3f4c2c2-e078-42a1-970c-cc7833d2a7b2,25,ABA,1.0,0.5490845416643424
e3f4c2c2-e078-42a1-970c-cc7833d2a7b2,26,ABB,1.0,0.5515512291749474
e3f4c2c2-e078-42a1-970c-cc7833d2a7b2,27,ABA,1.0,0.5515512291749474
e3f4c2c2-e078-42a1-970c-cc7833d2a7b2,28,ABA,1.0,0.547817145838053
e3f4c2c2-e078-42a1-970c-cc7833d2a7b2,29,ABB,1.0,0.5532736250315793
e3f4c2c2-e078-42a1-970c-cc7833d2a7b2,30,ABA,1.0,0.5532736250315793
e3f4c2c2-e078-42a1-970c-cc7833d2a7b2,31,ABA,1.0,0.547817145838053
e3f4c2c2-e078-42a1-970c-cc7833d2a7b2,32,ABA,1.0,0.5360237291606609
e3f4c2c2-e078-42a1-970c-cc7833d2a7b2,33,ABB,1.0,0.5242128749960102
e3f4c2c2-e078-42a1-970c-cc7833d2a7b2,34,ABB,1.0,0.5171832916530548
e3f4c2c2-e078-42a1-970c-cc7833d2a7b2,35,ABA,1.0,0.5171832916530548
e3f4c2c2-e078-42a1-970c-cc7833d2a7b2,36,ABB,1.0,0.5123294791555963
e3f4c2c2-e078-42a1-970c-cc7833d2a7b2,37,ABA,1.0,0.5105171250033891
e3f4c2c2-e078-42a1-970c-cc7833d2a7b2,38,ABB,1.0,0.5105171250033891
e3f4c2c2-e078-42a1-970c-cc7833d2a7b2,39,ABB,1.0,0.5105171250033891
e3f4c2c2-e078-42a1-970c-cc7833d2a7b2,40,ABA,1.0,0.5099501041549956
e3f4c2c2-e078-42a1-970c-cc7833d2a7b2,41,ABB,1.0,0.5056345833290834
e3f4c2c2-e078-42a1-970c-cc7833d2a7b2,42,ABA,1.0,0.5056345833290834
